PrePost,Type,u,p
pre_Norm_post_High : pre_Norm_post_Low,D7_W3_ReceivedSupport : D7_W3_ReceivedSupport,24.0,0.6982924809721256
pre_Norm_post_High : pre_Norm_post_Low,WEEK3_GaveSupport : WEEK3_GaveSupport,11.5,0.18916489457181773
pre_Norm_post_High : pre_Norm_post_Low,WEEK3_ReceivedSupport : WEEK3_ReceivedSupport,19.5,0.8840044034261864
pre_Norm_post_High : pre_High_post_Norm,WEEK1_EMA_EVENING : WEEK1_EMA_EVENING,,
pre_Norm_post_High : pre_High_post_Norm,WEEK1_PRODUCTIVE : WEEK1_PRODUCTIVE,39.0,0.8315668249756705
pre_Norm_post_High : pre_High_post_Norm,WEEK1_BELONGING : WEEK1_BELONGING,57.5,0.2040984006672144
pre_Norm_post_High : pre_High_post_Norm,WEEK1_DISCRIMINATION : WEEK1_DISCRIMINATION,54.0,0.0678602600737865
pre_Norm_post_High : pre_High_post_Norm,WEEK1_EMO_DRAINED : WEEK1_EMO_DRAINED,63.0,0.08222665095576644
pre_Norm_post_High : pre_High_post_Norm,WEEK1_TALKSTRESS : WEEK1_TALKSTRESS,41.0,0.9662042550646892
pre_Norm_post_High : pre_High_post_Norm,WEEK1_LITTLESLEEP : WEEK1_LITTLESLEEP,33.5,0.49649700136992303
pre_Norm_post_High : pre_High_post_Norm,WEEK1_PROFCARES : WEEK1_PROFCARES,34.5,0.5523650132353476
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HOMESICK : WEEK1_HOMESICK,35.5,0.6056937163910074
pre_Norm_post_High : pre_High_post_Norm,WEEK1_EXERCISE : WEEK1_EXERCISE,47.0,0.703087346118191
pre_Norm_post_High : pre_High_post_Norm,WEEK1_EMA_MORNING : WEEK1_EMA_MORNING,,
pre_Norm_post_High : pre_High_post_Norm,WEEK1_ACTIVITY_ACADEMIC : WEEK1_ACTIVITY_ACADEMIC,34.5,0.5493457338199068
pre_Norm_post_High : pre_High_post_Norm,WEEK1_ACADEMIC_percentage : WEEK1_ACADEMIC_percentage,20.5,0.07245914544519248
pre_Norm_post_High : pre_High_post_Norm,WEEK1_ACTIVITY_PERSONAL : WEEK1_ACTIVITY_PERSONAL,29.5,0.26732921507522167
pre_Norm_post_High : pre_High_post_Norm,WEEK1_PERSONAL_percentage : WEEK1_PERSONAL_percentage,29.5,0.26732921507522167
pre_Norm_post_High : pre_High_post_Norm,WEEK1_TIRED_AM : WEEK1_TIRED_AM,34.0,0.5252586373992358
pre_Norm_post_High : pre_High_post_Norm,WEEK1_DRINK : WEEK1_DRINK,46.0,0.6773035317142817
pre_Norm_post_High : pre_High_post_Norm,WEEK1_DRUGS : WEEK1_DRUGS,38.5,0.5126907602619235
pre_Norm_post_High : pre_High_post_Norm,WEEK1_drinkdrugs_alone : WEEK1_drinkdrugs_alone,,
pre_Norm_post_High : pre_High_post_Norm,WEEK1_negative_cons : WEEK1_negative_cons,,
pre_Norm_post_High : pre_High_post_Norm,WEEK1_SLEEP : WEEK1_SLEEP,,
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,41.0,0.9662932555003845
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,47.0,0.703708325588185
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,47.0,0.703708325588185
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,47.0,0.703708325588185
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,39.5,0.8657140237516031
pre_Norm_post_High : pre_High_post_Norm,WEEK1_HrsAsleep_Weekend_Avg : WEEK1_HrsAsleep_Weekend_Avg,40.0,0.8991199567740973
pre_Norm_post_High : pre_High_post_Norm,WEEK1_TODAY_STRESSFUL : WEEK1_TODAY_STRESSFUL,45.5,0.7995878415725393
pre_Norm_post_High : pre_High_post_Norm,WEEK1_M_STRESS : WEEK1_M_STRESS,41.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK1_M_CONTROL : WEEK1_M_CONTROL,43.0,0.9661744312177776
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A1_STRESS : WEEK1_A1_STRESS,41.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A1_CONTROL : WEEK1_A1_CONTROL,38.0,0.7650667821575472
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A1_SUCCESS_COPING : WEEK1_A1_SUCCESS_COPING,36.0,0.6417573575047977
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A2_STRESS : WEEK1_A2_STRESS,41.0,0.9659329632955552
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A2_CONTROL : WEEK1_A2_CONTROL,32.0,0.41350789638944385
pre_Norm_post_High : pre_High_post_Norm,WEEK1_A2_SUCCESS_COPING : WEEK1_A2_SUCCESS_COPING,40.5,0.9325580524645914
pre_Norm_post_High : pre_High_post_Norm,WEEK1_E_STRESS : WEEK1_E_STRESS,55.0,0.28906760336292214
pre_Norm_post_High : pre_High_post_Norm,WEEK1_E_CONTROL : WEEK1_E_CONTROL,44.5,0.8653623110707732
pre_Norm_post_High : pre_High_post_Norm,WEEK1_E_SUCCESS_COPING : WEEK1_E_SUCCESS_COPING,37.0,0.7032118540606818
pre_Norm_post_High : pre_High_post_Norm,D1_W1_Stress : D1_W1_Stress,44.5,0.8643505832634605
pre_Norm_post_High : pre_High_post_Norm,D2_W1_Stress : D2_W1_Stress,53.0,0.36565767555788564
pre_Norm_post_High : pre_High_post_Norm,D3_W1_Stress : D3_W1_Stress,50.5,0.4813273978638696
pre_Norm_post_High : pre_High_post_Norm,D4_W1_Stress : D4_W1_Stress,31.5,0.3602901848058696
pre_Norm_post_High : pre_High_post_Norm,D5_W1_Stress : D5_W1_Stress,33.5,0.4858572737071597
pre_Norm_post_High : pre_High_post_Norm,D6_W1_Stress : D6_W1_Stress,48.0,0.6287926684994373
pre_Norm_post_High : pre_High_post_Norm,D7_W1_Stress : D7_W1_Stress,50.5,0.4941891015198344
pre_Norm_post_High : pre_High_post_Norm,WEEK1_STRESS : WEEK1_STRESS,48.0,0.6417573575047977
pre_Norm_post_High : pre_High_post_Norm,D1_W1_GaveSupport : D1_W1_GaveSupport,32.0,0.4212186277512374
pre_Norm_post_High : pre_High_post_Norm,D2_W1_GaveSupport : D2_W1_GaveSupport,42.0,0.9634982431504762
pre_Norm_post_High : pre_High_post_Norm,D3_W1_GaveSupport : D3_W1_GaveSupport,40.5,0.9250054431043203
pre_Norm_post_High : pre_High_post_Norm,D4_W1_GaveSupport : D4_W1_GaveSupport,45.5,0.779619073995092
pre_Norm_post_High : pre_High_post_Norm,D5_W1_GaveSupport : D5_W1_GaveSupport,48.0,0.6008668446137582
pre_Norm_post_High : pre_High_post_Norm,D6_W1_GaveSupport : D6_W1_GaveSupport,36.5,0.6552182347879258
pre_Norm_post_High : pre_High_post_Norm,D7_W1_GaveSupport : D7_W1_GaveSupport,60.0,0.083774585536534
pre_Norm_post_High : pre_High_post_Norm,D1_W1_ReceivedSupport : D1_W1_ReceivedSupport,32.0,0.4212186277512374
pre_Norm_post_High : pre_High_post_Norm,D2_W1_ReceivedSupport : D2_W1_ReceivedSupport,53.0,0.33453159387241194
pre_Norm_post_High : pre_High_post_Norm,D3_W1_ReceivedSupport : D3_W1_ReceivedSupport,49.5,0.5099510370903222
pre_Norm_post_High : pre_High_post_Norm,D4_W1_ReceivedSupport : D4_W1_ReceivedSupport,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,D5_W1_ReceivedSupport : D5_W1_ReceivedSupport,63.0,0.05002357010171416
pre_Norm_post_High : pre_High_post_Norm,D6_W1_ReceivedSupport : D6_W1_ReceivedSupport,41.0,0.964505701382504
pre_Norm_post_High : pre_High_post_Norm,D7_W1_ReceivedSupport : D7_W1_ReceivedSupport,54.5,0.24970749103804113
pre_Norm_post_High : pre_High_post_Norm,WEEK1_GaveSupport : WEEK1_GaveSupport,40.0,0.8977273603257852
pre_Norm_post_High : pre_High_post_Norm,WEEK1_ReceivedSupport : WEEK1_ReceivedSupport,44.5,0.8638665175847596
pre_Norm_post_High : pre_High_post_Norm,WEEK2 : WEEK2,,
pre_Norm_post_High : pre_High_post_Norm,WEEK2_PRODUCTIVE : WEEK2_PRODUCTIVE,40.0,0.8989876696921222
pre_Norm_post_High : pre_High_post_Norm,WEEK2_BELONGING : WEEK2_BELONGING,50.5,0.49763929463429546
pre_Norm_post_High : pre_High_post_Norm,WEEK2_DISCRIMINATION : WEEK2_DISCRIMINATION,47.0,0.5906786252963061
pre_Norm_post_High : pre_High_post_Norm,WEEK2_EMO_DRAINED : WEEK2_EMO_DRAINED,38.0,0.7672806278121114
pre_Norm_post_High : pre_High_post_Norm,WEEK2_TALKSTRESS : WEEK2_TALKSTRESS,29.0,0.2856369102457881
pre_Norm_post_High : pre_High_post_Norm,WEEK2_LITTLESLEEP : WEEK2_LITTLESLEEP,30.0,0.32788372004205346
pre_Norm_post_High : pre_High_post_Norm,WEEK2_PROFCARES : WEEK2_PROFCARES,59.5,0.14970954316684318
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HOMESICK : WEEK2_HOMESICK,26.0,0.18569997201290245
pre_Norm_post_High : pre_High_post_Norm,WEEK2_EXERCISE : WEEK2_EXERCISE,24.0,0.1379198964552623
pre_Norm_post_High : pre_High_post_Norm,WEEK_2_EMA_MORNING : WEEK_2_EMA_MORNING,,
pre_Norm_post_High : pre_High_post_Norm,WEEK2_ACTIVITY_ACADEMIC : WEEK2_ACTIVITY_ACADEMIC,19.5,0.05541371493524179
pre_Norm_post_High : pre_High_post_Norm,WEEK2_ACADEMIC_percentage : WEEK2_ACADEMIC_percentage,11.5,0.008995987281410338
pre_Norm_post_High : pre_High_post_Norm,WEEK2_ACTIVITY_PERSONAL : WEEK2_ACTIVITY_PERSONAL,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK2_PERSONAL_percentage : WEEK2_PERSONAL_percentage,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK2_TIRED_AM : WEEK2_TIRED_AM,46.5,0.7347562479543921
pre_Norm_post_High : pre_High_post_Norm,WEEK2_DRINK : WEEK2_DRINK,53.0,0.3012279619487527
pre_Norm_post_High : pre_High_post_Norm,WEEK2_DRUGS : WEEK2_DRUGS,,
pre_Norm_post_High : pre_High_post_Norm,WEEK2_drinkdrugs_alone : WEEK2_drinkdrugs_alone,,
pre_Norm_post_High : pre_High_post_Norm,WEEK2_negative_cons : WEEK2_negative_cons,54.0,0.0678602600737865
pre_Norm_post_High : pre_High_post_Norm,WEEK2_SLEEP : WEEK2_SLEEP,,
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsBed_Avg : WEEK2_HrsBed_Avg,48.0,0.6419036360134158
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsAsleep_Avg : WEEK2_HrsAsleep_Avg,52.5,0.3978176797362497
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsBed_Weekday_avg : WEEK2_HrsBed_Weekday_avg,50.5,0.4987739310335031
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsAsleep_Weekday_avg : WEEK2_HrsAsleep_Weekday_avg,51.0,0.47252232689305407
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsBed_Weekend_avg : WEEK2_HrsBed_Weekend_avg,47.5,0.6723329837214408
pre_Norm_post_High : pre_High_post_Norm,WEEK2_HrsAsleep_Weekend_avg : WEEK2_HrsAsleep_Weekend_avg,60.0,0.13913498406818411
pre_Norm_post_High : pre_High_post_Norm,WEEK2_TODAY_STRESSFUL : WEEK2_TODAY_STRESSFUL,32.0,0.4208094054177579
pre_Norm_post_High : pre_High_post_Norm,WEEK2_M_STRESS : WEEK2_M_STRESS,43.5,0.9323798257610747
pre_Norm_post_High : pre_High_post_Norm,WEEK2_M_CONTROL : WEEK2_M_CONTROL,32.5,0.4289077180441455
pre_Norm_post_High : pre_High_post_Norm,WEEK2_M_SUCCESS_COPING : WEEK2_M_SUCCESS_COPING,37.5,0.7347562479543921
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A1_STRESS : WEEK2_A1_STRESS,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A1_CONTROL : WEEK2_A1_CONTROL,28.5,0.26400440864092145
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A1_SUCCESS_COPING : WEEK2_A1_SUCCESS_COPING,39.5,0.8654798555014469
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A2_STRESS : WEEK2_A2_STRESS,33.0,0.4473522283316461
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A2_CONTROL : WEEK2_A2_CONTROL,32.0,0.4102951033896167
pre_Norm_post_High : pre_High_post_Norm,WEEK2_A2_SUCCESS_COPING : WEEK2_A2_SUCCESS_COPING,41.0,0.9662488432911621
pre_Norm_post_High : pre_High_post_Norm,WEEK2_E_STRESS : WEEK2_E_STRESS,44.0,0.8986769647456732
pre_Norm_post_High : pre_High_post_Norm,WEEK2_E_CONTROL : WEEK2_E_CONTROL,35.0,0.5824340683560152
pre_Norm_post_High : pre_High_post_Norm,WEEK2_E_SUCCESS_COPING : WEEK2_E_SUCCESS_COPING,31.0,0.3719044632135994
pre_Norm_post_High : pre_High_post_Norm,D1_W2_Stress : D1_W2_Stress,47.0,0.691057126314052
pre_Norm_post_High : pre_High_post_Norm,D2_W2_Stress : D2_W2_Stress,42.0,0.964119950629065
pre_Norm_post_High : pre_High_post_Norm,D3_W2_Stress : D3_W2_Stress,40.5,0.9319280027718096
pre_Norm_post_High : pre_High_post_Norm,D4_W2_Stress : D4_W2_Stress,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,D5_W2_Stress : D5_W2_Stress,28.0,0.24088956161752062
pre_Norm_post_High : pre_High_post_Norm,D6_W2_Stress : D6_W2_Stress,34.0,0.5226831641323556
pre_Norm_post_High : pre_High_post_Norm,D7_W2_Stress : D7_W2_Stress,51.0,0.46518804606653597
pre_Norm_post_High : pre_High_post_Norm,WEEK2_STRESS : WEEK2_STRESS,41.5,1.0
pre_Norm_post_High : pre_High_post_Norm,D1_W2_GaveSupport : D1_W2_GaveSupport,56.5,0.18756127614560747
pre_Norm_post_High : pre_High_post_Norm,D2_W2_GaveSupport : D2_W2_GaveSupport,51.0,0.4477974741786114
pre_Norm_post_High : pre_High_post_Norm,D3_W2_GaveSupport : D3_W2_GaveSupport,27.0,0.17715687720418272
pre_Norm_post_High : pre_High_post_Norm,D4_W2_GaveSupport : D4_W2_GaveSupport,35.0,0.5443375511966875
pre_Norm_post_High : pre_High_post_Norm,D5_W2_GaveSupport : D5_W2_GaveSupport,41.0,0.9633472026575024
pre_Norm_post_High : pre_High_post_Norm,D6_W2_GaveSupport : D6_W2_GaveSupport,26.0,0.13036982841080633
pre_Norm_post_High : pre_High_post_Norm,D7_W2_GaveSupport : D7_W2_GaveSupport,30.0,0.29939368634666585
pre_Norm_post_High : pre_High_post_Norm,D1_W2_ReceivedSupport : D1_W2_ReceivedSupport,40.0,0.8770929381607562
pre_Norm_post_High : pre_High_post_Norm,D2_W2_ReceivedSupport : D2_W2_ReceivedSupport,51.0,0.4477974741786114
pre_Norm_post_High : pre_High_post_Norm,D3_W2_ReceivedSupport : D3_W2_ReceivedSupport,33.0,0.4365747117487484
pre_Norm_post_High : pre_High_post_Norm,D4_W2_ReceivedSupport : D4_W2_ReceivedSupport,41.0,0.9624611983615042
pre_Norm_post_High : pre_High_post_Norm,D5_W2_ReceivedSupport : D5_W2_ReceivedSupport,52.0,0.3825981561191031
pre_Norm_post_High : pre_High_post_Norm,D6_W2_ReceivedSupport : D6_W2_ReceivedSupport,48.5,0.5581846494226572
pre_Norm_post_High : pre_High_post_Norm,D7_W2_ReceivedSupport : D7_W2_ReceivedSupport,45.0,0.8215168556519676
pre_Norm_post_High : pre_High_post_Norm,WEEK2_GaveSupport : WEEK2_GaveSupport,27.5,0.22732285572172095
pre_Norm_post_High : pre_High_post_Norm,WEEK2_ReceivedSupport : WEEK2_ReceivedSupport,38.0,0.7634164515141714
pre_Norm_post_High : pre_High_post_Norm,WEEK3 : WEEK3,,
pre_Norm_post_High : pre_High_post_Norm,WEEK3_PRODUCTIVE : WEEK3_PRODUCTIVE,34.0,0.523607741236271
pre_Norm_post_High : pre_High_post_Norm,WEEK3_BELONGING : WEEK3_BELONGING,51.5,0.4456730836989621
pre_Norm_post_High : pre_High_post_Norm,WEEK3_DISCRIMINATION : WEEK3_DISCRIMINATION,44.5,0.7508235188990009
pre_Norm_post_High : pre_High_post_Norm,WEEK3_EMO_DRAINED : WEEK3_EMO_DRAINED,63.5,0.075284211700593
pre_Norm_post_High : pre_High_post_Norm,WEEK3_TALKSTRESS : WEEK3_TALKSTRESS,54.5,0.2834009942870753
pre_Norm_post_High : pre_High_post_Norm,WEEK3_LITTLESLEEP : WEEK3_LITTLESLEEP,44.0,0.8974511034360719
pre_Norm_post_High : pre_High_post_Norm,WEEK3_PROFCARES : WEEK3_PROFCARES,57.5,0.20389922359024015
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HOMESICK : WEEK3_HOMESICK,44.0,0.8980922536470689
pre_Norm_post_High : pre_High_post_Norm,WEEK3_EXERCISE : WEEK3_EXERCISE,28.0,0.24154279888238162
pre_Norm_post_High : pre_High_post_Norm,EMA_MORNING : EMA_MORNING,,
pre_Norm_post_High : pre_High_post_Norm,WEEK3_ACTIVITY_ACADEMIC : WEEK3_ACTIVITY_ACADEMIC,31.0,0.35191106192983157
pre_Norm_post_High : pre_High_post_Norm,WEEK3_ACADEMIC_percentage : WEEK3_ACADEMIC_percentage,26.0,0.1693891424907985
pre_Norm_post_High : pre_High_post_Norm,WEEK3_ACTIVITY_PERSONAL : WEEK3_ACTIVITY_PERSONAL,34.5,0.5364367570430997
pre_Norm_post_High : pre_High_post_Norm,WEEK3_PERSONAL_percentage : WEEK3_PERSONAL_percentage,27.5,0.21630230302382447
pre_Norm_post_High : pre_High_post_Norm,WEEK3_TIRED_AM : WEEK3_TIRED_AM,48.0,0.640875914487695
pre_Norm_post_High : pre_High_post_Norm,WEEK3_DRINK : WEEK3_DRINK,42.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK3_DRUGS : WEEK3_DRUGS,38.5,0.6897863301962214
pre_Norm_post_High : pre_High_post_Norm,WEEK3_drinkdrugs_alone : WEEK3_drinkdrugs_alone,33.0,0.17781320727100813
pre_Norm_post_High : pre_High_post_Norm,WEEK3_negative_cons : WEEK3_negative_cons,36.0,0.5131485677727149
pre_Norm_post_High : pre_High_post_Norm,WEEK3_SLEEP : WEEK3_SLEEP,,
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsBed_avg : WEEK3_HrsBed_avg,43.0,0.9662932555003845
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsAsleep_avg : WEEK3_HrsAsleep_avg,43.0,0.9662784709165981
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsBed_Weekday_avg : WEEK3_HrsBed_Weekday_avg,57.0,0.22039680493084368
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsAsleep_Weekday_avg : WEEK3_HrsAsleep_Weekday_avg,58.0,0.19019952476546487
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsBed_Weekend_avg : WEEK3_HrsBed_Weekend_avg,47.0,0.7032118540606818
pre_Norm_post_High : pre_High_post_Norm,WEEK3_HrsAsleep_Weekend_avg : WEEK3_HrsAsleep_Weekend_avg,44.5,0.8657140237516031
pre_Norm_post_High : pre_High_post_Norm,WEEK3_TODAY_STRESSFUL : WEEK3_TODAY_STRESSFUL,56.5,0.23486714215312132
pre_Norm_post_High : pre_High_post_Norm,WEEK3_M_STRESS : WEEK3_M_STRESS,40.0,0.8988548608313318
pre_Norm_post_High : pre_High_post_Norm,WEEK3_M_CONTROL : WEEK3_M_CONTROL,41.5,1.0
pre_Norm_post_High : pre_High_post_Norm,WEEK3_M_SUCCESS_COPING : WEEK3_M_SUCCESS_COPING,37.0,0.7027128809078588
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A1_STRESS : WEEK3_A1_STRESS,56.0,0.2515870758316703
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A1_CONTROL : WEEK3_A1_CONTROL,49.0,0.5824340683560152
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A1_SUCCESS_COPING : WEEK3_A1_SUCCESS_COPING,27.0,0.21775439520704543
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A2_STRESS : WEEK3_A2_STRESS,43.5,0.9322001785691928
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A2_CONTROL : WEEK3_A2_CONTROL,46.0,0.7669824200341356
pre_Norm_post_High : pre_High_post_Norm,WEEK3_A2_SUCCESS_COPING : WEEK3_A2_SUCCESS_COPING,30.5,0.3510590013538546
pre_Norm_post_High : pre_High_post_Norm,WEEK3_E_STRESS : WEEK3_E_STRESS,66.5,0.04215991801050088
pre_Norm_post_High : pre_High_post_Norm,WEEK3_E_CONTROL : WEEK3_E_CONTROL,56.5,0.2354872555542119
pre_Norm_post_High : pre_High_post_Norm,WEEK3_E_SUCCESS_COPING : WEEK3_E_SUCCESS_COPING,31.5,0.3955264543794579
pre_Norm_post_High : pre_High_post_Norm,D1_W3_Stress : D1_W3_Stress,54.5,0.30921784786294515
pre_Norm_post_High : pre_High_post_Norm,D2_W3_Stress : D2_W3_Stress,56.5,0.23362298789510905
pre_Norm_post_High : pre_High_post_Norm,D3_W3_Stress : D3_W3_Stress,48.0,0.6360627103042544
pre_Norm_post_High : pre_High_post_Norm,D4_W3_Stress : D4_W3_Stress,52.0,0.4124426644094761
pre_Norm_post_High : pre_High_post_Norm,D5_W3_Stress : D5_W3_Stress,54.0,0.32572407692020355
pre_Norm_post_High : pre_High_post_Norm,D6_W3_Stress : D6_W3_Stress,47.5,0.6705560537654152
pre_Norm_post_High : pre_High_post_Norm,D7_W3_Stress : D7_W3_Stress,38.0,0.7658791054661255
pre_Norm_post_High : pre_High_post_Norm,WEEK3_STRESS : WEEK3_STRESS,59.0,0.16316530543754282
pre_Norm_post_High : pre_High_post_Norm,D1_W3_GaveSupport : D1_W3_GaveSupport,10.0,0.0018431014930772448
pre_Norm_post_High : pre_High_post_Norm,D2_W3_GaveSupport : D2_W3_GaveSupport,29.0,0.25933163285141947
pre_Norm_post_High : pre_High_post_Norm,D3_W3_GaveSupport : D3_W3_GaveSupport,49.0,0.5644363957846188
pre_Norm_post_High : pre_High_post_Norm,D4_W3_GaveSupport : D4_W3_GaveSupport,45.0,0.8201860513775994
pre_Norm_post_High : pre_High_post_Norm,D5_W3_GaveSupport : D5_W3_GaveSupport,24.0,0.10921205296958328
pre_Norm_post_High : pre_High_post_Norm,D6_W3_GaveSupport : D6_W3_GaveSupport,30.0,0.2957429043002523
pre_Norm_post_High : pre_High_post_Norm,D7_W3_GaveSupport : D7_W3_GaveSupport,53.5,0.2913619998720083
pre_Norm_post_High : pre_High_post_Norm,D1_W3_ReceivedSupport : D1_W3_ReceivedSupport,32.0,0.32734057615548307
pre_Norm_post_High : pre_High_post_Norm,D2_W3_ReceivedSupport : D2_W3_ReceivedSupport,36.5,0.6518534049813313
pre_Norm_post_High : pre_High_post_Norm,D3_W3_ReceivedSupport : D3_W3_ReceivedSupport,51.0,0.4539218886567016
pre_Norm_post_High : pre_High_post_Norm,D4_W3_ReceivedSupport : D4_W3_ReceivedSupport,44.5,0.856779237876349
pre_Norm_post_High : pre_High_post_Norm,D5_W3_ReceivedSupport : D5_W3_ReceivedSupport,32.0,0.3845635344809698
pre_Norm_post_High : pre_High_post_Norm,D6_W3_ReceivedSupport : D6_W3_ReceivedSupport,39.5,0.8557047219059426
pre_Norm_post_High : pre_High_post_Norm,D7_W3_ReceivedSupport : D7_W3_ReceivedSupport,46.0,0.7370775903624185
pre_Norm_post_High : pre_High_post_Norm,WEEK3_GaveSupport : WEEK3_GaveSupport,20.5,0.07348580905179351
pre_Norm_post_High : pre_High_post_Norm,WEEK3_ReceivedSupport : WEEK3_ReceivedSupport,30.0,0.3270222201386783
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_EMA_EVENING : WEEK1_EMA_EVENING,,
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_PRODUCTIVE : WEEK1_PRODUCTIVE,17.5,0.9347111038806369
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_BELONGING : WEEK1_BELONGING,28.0,0.10437668659975609
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_DISCRIMINATION : WEEK1_DISCRIMINATION,18.0,1.0
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_EMO_DRAINED : WEEK1_EMO_DRAINED,19.0,0.8698586335719302
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_TALKSTRESS : WEEK1_TALKSTRESS,17.0,1.0
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_LITTLESLEEP : WEEK1_LITTLESLEEP,16.0,0.8709911947974633
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_PROFCARES : WEEK1_PROFCARES,11.5,0.3675302098777764
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HOMESICK : WEEK1_HOMESICK,13.0,0.5005804129627163
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_EXERCISE : WEEK1_EXERCISE,17.0,1.0
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_EMA_MORNING : WEEK1_EMA_MORNING,,
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_ACTIVITY_ACADEMIC : WEEK1_ACTIVITY_ACADEMIC,12.0,0.4067715445990443
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_ACADEMIC_percentage : WEEK1_ACADEMIC_percentage,12.0,0.4067715445990443
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_ACTIVITY_PERSONAL : WEEK1_ACTIVITY_PERSONAL,14.5,0.5929800980174267
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_PERSONAL_percentage : WEEK1_PERSONAL_percentage,14.5,0.5929800980174267
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_TIRED_AM : WEEK1_TIRED_AM,15.0,0.744902191981252
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_DRINK : WEEK1_DRINK,15.5,0.7662303342597001
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_DRUGS : WEEK1_DRUGS,14.0,0.3104944343172349
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_drinkdrugs_alone : WEEK1_drinkdrugs_alone,,
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_negative_cons : WEEK1_negative_cons,,
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_SLEEP : WEEK1_SLEEP,,
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,23.0,0.41679281184762706
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,23.5,0.3709135906252776
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,24.0,0.32985919465547675
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,23.0,0.41679281184762706
pre_Norm_post_High : pre_Low_post_Norm,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,18.5,0.9351698737940615
